test_id,timestamp,location_name,latitude,longitude,source,data_source,ssid,bssid,signal_pct,estimated_rssi_dbm,band,channel,radio_type,rx_link_mbps,tx_link_mbps,wifi_interface,adapter_description,ping_host,latency_ms,jitter_ms,packet_loss_pct,ping_packets_received,ping_packets_sent,download_mbps,upload_mbps
1519750a-0214-4d67-85cf-37739358b1e9,2026-09-19T09:00:00,Airport Research Park,37.227015,-80.415012,synthetic,synthetic,eduroam,,53,-53.8,2.4 GHz,6,802.11ax,335.1,212.1,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,19.87,2.35,0.0,10,10,91.64,64.5
8b58375e-d64d-46a1-a50a-53fbd2d67d5a,2026-09-19T09:30:00,Airport Research Park,37.227015,-80.415012,synthetic,synthetic,eduroam,,68,-77.2,2.4 GHz,1,802.11ax,140.1,145.2,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,23.57,18.5,0.3,10,10,15.82,42.61
380e92d3-0484-491a-bfe0-096693d98c1a,2026-09-19T10:00:00,Airport Research Park,37.227015,-80.415012,synthetic,synthetic,eduroam,,94,-65.2,5 GHz,144,802.11ax,198.3,574.0,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,19.18,11.58,2.0,10,10,35.19,100.2
5610991c-a109-4c96-af03-9b2f9af5fd86,2026-09-19T10:30:00,Airport Research Park,37.227015,-80.415012,synthetic,synthetic,eduroam,,38,-57.2,2.4 GHz,44,802.11ax,370.6,263.3,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,14.62,11.95,0.0,10,10,66.71,42.94
1733b731-a37a-4fec-921b-0ebdfd450b52,2026-09-19T11:00:00,Airport Research Park,37.227015,-80.415012,synthetic,synthetic,eduroam,,63,-60.7,5 GHz,144,802.11ax,355.8,348.4,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,19.68,12.1,2.6,10,10,109.19,67.32
06c22e1d-ed53-4c96-b43a-4bb89013191b,2026-09-19T11:30:00,Airport Research Park,37.227015,-80.415012,synthetic,synthetic,eduroam,,65,-58.4,5 GHz,11,802.11ax,552.1,92.6,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,15.09,1.0,0.0,10,10,115.5,48.21
44ed902b-9c75-47e7-82a2-482506737229,2026-09-19T12:00:00,Airport Research Park,37.227015,-80.415012,synthetic,synthetic,eduroam,,62,-65.1,5 GHz,1,802.11ax,383.5,243.1,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,20.48,6.31,2.9,10,10,93.45,34.65
efc058e6-f53d-4392-8303-27023c87ac4c,2026-09-19T12:30:00,Airport Research Park,37.227015,-80.415012,synthetic,synthetic,eduroam,,91,-70.2,2.4 GHz,11,802.11ax,397.5,380.6,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,27.01,6.59,0.0,10,10,73.23,50.01
1d7ac8f8-2898-4c21-b33b-034268f71c35,2026-09-19T08:00:00,Drillfield Bus Stop,37.228015,-80.4242,synthetic,synthetic,eduroam,,85,-80.7,5 GHz,44,802.11ax,343.7,471.7,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,22.4,9.98,2.9,10,10,53.17,59.39
fadc055e-be75-42cc-9273-92ac3b73bc27,2026-09-19T08:30:00,Drillfield Bus Stop,37.228015,-80.4242,synthetic,synthetic,eduroam,,61,-72.1,2.4 GHz,44,802.11ax,288.1,574.0,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,17.53,4.35,0.7,10,10,57.35,63.23
ab7c71e7-1685-4f21-ab3f-e64fd468f22a,2026-09-19T09:00:00,Drillfield Bus Stop,37.228015,-80.4242,synthetic,synthetic,eduroam,,68,-56.4,5 GHz,44,802.11ax,263.6,480.9,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,25.9,18.48,5.7,10,10,97.49,59.2
29a6874e-215b-4ca4-b1d8-4033b381569c,2026-09-19T09:30:00,Drillfield Bus Stop,37.228015,-80.4242,synthetic,synthetic,eduroam,,38,-67.3,5 GHz,1,802.11ax,163.6,164.2,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,13.36,11.05,0.6,10,10,53.99,19.75
5ca6793f-ac8e-494c-bed0-5e2c1aec6477,2026-09-19T10:00:00,Drillfield Bus Stop,37.228015,-80.4242,synthetic,synthetic,eduroam,,72,-69.5,2.4 GHz,44,802.11ax,251.8,29.0,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,20.18,1.0,0.0,10,10,52.53,52.39
ce3f20ed-1184-42e8-89b6-adafc480ff62,2026-09-19T10:30:00,Drillfield Bus Stop,37.228015,-80.4242,synthetic,synthetic,eduroam,,70,-54.4,5 GHz,1,802.11ax,201.2,290.2,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,21.26,9.97,0.0,10,10,63.69,38.03
b5e00dab-e757-45bc-aa83-03728b11c982,2026-09-19T11:00:00,Drillfield Bus Stop,37.228015,-80.4242,synthetic,synthetic,eduroam,,91,-64.7,5 GHz,44,802.11ax,390.4,302.7,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,16.13,1.0,2.4,10,10,84.94,28.66
97ebfdb8-a809-4034-af8c-b8bcdd373658,2026-09-19T11:30:00,Drillfield Bus Stop,37.228015,-80.4242,synthetic,synthetic,eduroam,,86,-76.6,5 GHz,144,802.11ax,428.8,342.5,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,14.92,2.84,1.7,10,10,47.34,3.71
ec3b1062-4f34-4c3f-9cb4-7cdc91759a5a,2026-09-19T12:00:00,Drillfield Bus Stop,37.228015,-80.4242,synthetic,synthetic,eduroam,,52,-67.9,5 GHz,48,802.11ax,254.0,464.7,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,23.54,2.04,6.1,10,10,39.92,77.02
c17548e5-bfec-4acf-b3bf-8b0e775b301a,2026-09-19T12:30:00,Drillfield Bus Stop,37.228015,-80.4242,synthetic,synthetic,eduroam,,76,-64.4,5 GHz,44,802.11ax,574.0,481.0,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,19.37,3.59,1.8,10,10,37.42,60.01
76e7f8df-5849-46db-b139-0d9ede77e623,2026-09-19T08:00:00,Squires Bus Stop,37.227582,-80.42518,synthetic,synthetic,eduroam,,69,-67.0,5 GHz,36,802.11ax,256.7,186.0,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,17.09,1.0,3.9,10,10,63.17,39.43
dac0224e-e56e-476c-b4ba-a2006b808687,2026-09-19T08:30:00,Squires Bus Stop,37.227582,-80.42518,synthetic,synthetic,eduroam,,66,-54.0,5 GHz,40,802.11ax,301.6,158.5,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,9.9,19.88,2.1,10,10,71.36,48.98
ad8013ff-4ab0-4257-be2b-0845206cfa78,2026-09-19T09:00:00,Squires Bus Stop,37.227582,-80.42518,synthetic,synthetic,eduroam,,94,-53.0,5 GHz,6,802.11ax,146.4,244.0,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,18.19,7.07,0.0,10,10,112.49,53.71
54e43be2-98da-49b4-846b-662f05e326db,2026-09-19T09:30:00,Squires Bus Stop,37.227582,-80.42518,synthetic,synthetic,eduroam,,56,-54.1,5 GHz,40,802.11ax,115.4,364.3,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,23.66,1.07,1.1,10,10,38.35,59.74
bfb74589-8896-46d6-8f49-a44fa2415079,2026-09-19T10:00:00,Squires Bus Stop,37.227582,-80.42518,synthetic,synthetic,eduroam,,67,-66.5,2.4 GHz,44,802.11ax,34.0,256.9,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,17.49,10.09,1.4,10,10,102.64,19.97
5f03f415-3f94-49a6-895b-4e2276a15b45,2026-09-19T10:30:00,Squires Bus Stop,37.227582,-80.42518,synthetic,synthetic,eduroam,,41,-59.8,5 GHz,36,802.11ax,34.0,100.4,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,18.56,13.39,0.0,10,10,107.68,46.02
37dc021b-1007-4629-b4ea-36e55ba2de86,2026-09-19T11:00:00,Squires Bus Stop,37.227582,-80.42518,synthetic,synthetic,eduroam,,53,-59.5,5 GHz,144,802.11ax,291.7,402.3,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,22.69,1.0,0.1,10,10,38.55,52.38
3f7191e1-20ea-4895-b8a9-ac46d87660cb,2026-09-19T11:30:00,Squires Bus Stop,37.227582,-80.42518,synthetic,synthetic,eduroam,,94,-62.1,5 GHz,44,802.11ax,410.4,240.9,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,11.66,8.09,0.0,10,10,25.29,63.22
4788de98-adc9-4675-ab78-3d94ac71d147,2026-09-19T12:00:00,Squires Bus Stop,37.227582,-80.42518,synthetic,synthetic,eduroam,,75,-53.0,2.4 GHz,144,802.11ax,329.3,574.0,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,18.75,5.27,0.0,10,10,72.66,35.28
c6931f39-0f96-4d0b-a356-d29abd39728b,2026-09-19T12:30:00,Squires Bus Stop,37.227582,-80.42518,synthetic,synthetic,eduroam,,70,-65.4,5 GHz,48,802.11ax,515.5,162.5,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,14.73,3.72,4.9,10,10,15.82,100.2
b02ded4f-1b07-4487-b206-f251e6199732,2026-09-19T08:00:00,Bus Stop Bay 1,37.232077,-80.424637,synthetic,synthetic,eduroam,,90,-62.8,2.4 GHz,40,802.11ax,574.0,117.5,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,24.26,11.27,1.2,10,10,73.6,23.74
83dc563f-27d8-4670-b9ce-1d679051a0e7,2026-09-19T08:30:00,Bus Stop Bay 1,37.232077,-80.424637,synthetic,synthetic,eduroam,,88,-72.6,5 GHz,144,802.11ax,130.1,574.0,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,18.9,23.45,0.0,10,10,104.17,84.12
55cac4a8-3974-4407-bd41-5363d8db0fca,2026-09-19T09:00:00,Bus Stop Bay 1,37.232077,-80.424637,synthetic,synthetic,eduroam,,62,-72.2,5 GHz,40,802.11ax,455.0,169.0,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,25.08,9.41,4.4,10,10,28.0,61.76
0154718e-0d5e-483e-82fb-47074c57e43e,2026-09-19T09:30:00,Bus Stop Bay 1,37.232077,-80.424637,synthetic,synthetic,eduroam,,72,-71.0,5 GHz,40,802.11ax,327.4,289.7,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,14.28,3.1,0.2,10,10,48.61,49.89
a5e2672e-c6f5-4fdf-8edf-381180b4712d,2026-09-19T10:00:00,Bus Stop Bay 1,37.232077,-80.424637,synthetic,synthetic,eduroam,,33,-62.9,5 GHz,6,802.11ax,216.0,425.3,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,12.2,7.77,3.7,10,10,113.21,67.73
d3f282b7-db35-483f-9526-64f737c5e320,2026-09-19T10:30:00,Bus Stop Bay 1,37.232077,-80.424637,synthetic,synthetic,eduroam,,63,-80.5,5 GHz,6,802.11ax,175.7,270.0,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,21.07,1.0,0.2,10,10,76.36,57.93
c40f9925-b933-4c55-8646-8469a67d3679,2026-09-19T11:00:00,Bus Stop Bay 1,37.232077,-80.424637,synthetic,synthetic,eduroam,,37,-53.2,5 GHz,1,802.11ax,367.7,172.2,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,17.28,16.74,1.3,10,10,114.91,67.7
825d4753-4c91-49ec-8d9e-b8bd6211b325,2026-09-19T11:30:00,Bus Stop Bay 1,37.232077,-80.424637,synthetic,synthetic,eduroam,,94,-80.2,5 GHz,1,802.11ax,252.3,145.1,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,18.78,10.07,2.0,10,10,38.08,49.49
c7c05ef9-d9ec-4caa-a4f5-354afde6c477,2026-09-19T12:00:00,Bus Stop Bay 1,37.232077,-80.424637,synthetic,synthetic,eduroam,,51,-55.8,5 GHz,44,802.11ax,283.0,316.1,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,16.33,9.52,3.2,10,10,46.23,41.38
a3224613-1ea0-4c0d-9074-bcbf1296b736,2026-09-19T12:30:00,Bus Stop Bay 1,37.232077,-80.424637,synthetic,synthetic,eduroam,,64,-78.1,2.4 GHz,48,802.11ax,167.0,362.7,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,18.9,14.9,0.2,10,10,86.29,54.86
e994a7a4-f432-4132-9aa0-1ba74f40457d,2026-09-19T08:00:00,Bus Stop Bay 5,37.23142,-80.424917,synthetic,synthetic,eduroam,,75,-70.6,5 GHz,36,802.11ax,163.7,388.0,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,20.66,5.54,0.0,10,10,47.41,66.65
70cf1878-b0e1-41df-a87a-20ebd6828a8c,2026-09-19T08:30:00,Bus Stop Bay 5,37.23142,-80.424917,synthetic,synthetic,eduroam,,54,-53.0,2.4 GHz,36,802.11ax,224.9,387.6,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,17.33,1.0,0.7,10,10,27.94,52.28
a7e37839-1b82-4704-b712-c36839673eed,2026-09-19T09:00:00,Bus Stop Bay 5,37.23142,-80.424917,synthetic,synthetic,eduroam,,42,-78.8,5 GHz,44,802.11ax,314.2,90.5,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,25.94,3.51,3.5,10,10,63.49,77.71
a50ebaaf-f6cc-4c1f-81a5-8419eacce1fd,2026-09-19T09:30:00,Bus Stop Bay 5,37.23142,-80.424917,synthetic,synthetic,eduroam,,94,-58.6,5 GHz,44,802.11ax,390.1,382.2,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,13.5,1.6,4.1,10,10,35.97,97.27
ae3e8931-6a78-4a35-8958-e5ea0c3e43bb,2026-09-19T10:00:00,Bus Stop Bay 5,37.23142,-80.424917,synthetic,synthetic,eduroam,,52,-58.7,2.4 GHz,44,802.11ax,425.0,406.3,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,19.08,19.76,1.6,10,10,53.63,64.46
b6779234-9a04-4b95-9b2d-a68d0e6082ce,2026-09-19T10:30:00,Bus Stop Bay 5,37.23142,-80.424917,synthetic,synthetic,eduroam,,66,-60.0,2.4 GHz,44,802.11ax,398.2,29.0,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,17.01,26.97,3.1,10,10,73.24,50.98
5509bfe1-e98e-4706-9042-7b7d4c641c2c,2026-09-19T11:00:00,Bus Stop Bay 5,37.23142,-80.424917,synthetic,synthetic,eduroam,,70,-59.6,5 GHz,48,802.11ax,42.8,261.4,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,15.77,5.72,1.4,10,10,108.82,52.71
dff1ec4f-c2ae-4f7c-941b-3ea92eb59ea0,2026-09-19T11:30:00,Bus Stop Bay 5,37.23142,-80.424917,synthetic,synthetic,eduroam,,56,-75.9,5 GHz,144,802.11ax,216.7,530.8,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,13.89,13.18,0.0,10,10,130.26,100.2
b47bdcf0-2b6c-4ba5-9104-fbd578f85e69,2026-09-19T12:00:00,Bus Stop Bay 5,37.23142,-80.424917,synthetic,synthetic,eduroam,,81,-53.0,2.4 GHz,44,802.11ax,377.9,433.7,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,9.9,1.08,0.0,10,10,68.13,39.32
efdafec8-cb03-4d3a-8e43-e8a748519e28,2026-09-19T12:30:00,Bus Stop Bay 5,37.23142,-80.424917,synthetic,synthetic,eduroam,,54,-53.0,5 GHz,48,802.11ax,267.8,409.7,Wi-Fi,Intel(R) Wi-Fi 7 BE201 320MHz,1.1.1.1,18.2,6.73,0.0,10,10,52.76,42.85
